game_name,price,time
Machine_soccer,100.0,10
Human_soccer,150.0,10
RC,200.0,10
VR,100.0,10
Hovercraft,,10
Escape_wall,,10
Ofroad,,10
Board_game,,10
Mossi_one,,10
little_war,,10
little_road,100.0,10
Robo_war,150.0,10
